target_id	length	eff_length	est_counts	tpm
U00096.3|b0923|AAC74009.2|CDS|mukE	705	304.71	50	15.7133
U00096.3|b0924|AAC74010.1|CDS|mukB	4461	4000.68	1051	25.1566
U00096.3|b0925|AAC74011.1|CDS|ldtD	1848	1387.68	104	7.17675
U00096.3|b0926|AAC74012.1|CDS|ycbK	549	217.1	77	33.9637
U00096.3|b0927|AAC74013.1|CDS|ycbL	648	269.745	88	31.2401
U00096.3|b0928|AAC74014.1|CDS|aspC	1191	730.678	1495	195.929
U00096.3|b0929|AAC74015.1|CDS|ompF	1089	628.678	16371	2493.62
U00096.3|b0930|AAC74016.1|CDS|asnS	1401	940.678	2223	226.299
U00096.3|b0931|AAC74017.1|CDS|pncB	1203	742.678	398	51.3175
U00096.3|b0932|AAC74018.1|CDS|pepN	2613	2152.68	666	29.6264
U00096.3|b0933|AAC74019.1|CDS|ssuB	768	347.547	5	1.37765
U00096.3|b0934|AAC74020.2|CDS|ssuC	792	365.02	7	1.83639
U00096.3|b0935|AAC74021.1|CDS|ssuD	1146	685.678	9	1.25691
U00096.3|b0936|AAC74022.2|CDS|ssuA	960	503.299	3	0.570793
U00096.3|b0937|AAC74023.1|CDS|ssuE	576	230.504	0	0
U00096.3|b0938|AAC74024.2|CDS|elfA	540	212.779	6	2.70026
U00096.3|b0939|AAC74025.1|CDS|elfD	702	302.78	1	0.316269
U00096.3|b0940|AAC74026.1|CDS|elfC	2601	2140.68	38	1.69987
U00096.3|b0941|AAC74027.1|CDS|elfG	1071	610.678	8	1.25447
U00096.3|b0942|AAC74028.1|CDS|ycbU	543	214.212	0	0
U00096.3|b0943|AAC74029.2|CDS|ycbV	516	201.601	0	0
U00096.3|b0944|AAC74030.2|CDS|ycbF	711	308.599	6	1.86183
U00096.3|b0945|AAC74031.1|CDS|pyrD	1011	550.678	144	25.0408
U00096.3|b0946|AAC74032.2|CDS|zapC	543	214.212	34	15.1991
U00096.3|b0947|AAC74033.1|CDS|ycbX	1110	649.678	161	23.7307
U00096.3|b0948|AAC74034.1|CDS|rlmL	2109	1648.68	81	4.70471
U00096.3|b0949|AAC74035.1|CDS|uup	1908	1447.68	307	20.3072
U00096.3|b0950|AAC74036.1|CDS|pqiA	1254	793.678	24	2.89568
U00096.3|b0951|AAC74037.1|CDS|pqiB	1641	1180.68	213	17.2755
U00096.3|b0952|AAC74038.2|CDS|pqiC	564	224.463	31	13.2251
U00096.3|b0953|AAC74039.1|CDS|rmf	168	71.4868	0	0
U00096.3|b0954|AAC74040.1|CDS|fabA	519	202.972	792	373.657
U00096.3|b0955|AAC74041.1|CDS|ycbZ	1761	1300.68	295	21.7188
U00096.3|b0956|AAC74042.1|CDS|matP	453	174.407	42	23.0605
U00096.3|b0957|AAC74043.1|CDS|ompA	1041	580.678	20130	3319.65
U00096.3|b0958|AAC74044.1|CDS|sulA	510	198.881	40	19.2597
U00096.3|b0959|AAC74045.1|CDS|sxy	630	259.435	12	4.42931
U00096.3|b0960|AAC74046.2|CDS|yccS	2154	1693.68	101	5.7105
U00096.3|b0961|AAC74047.1|CDS|yccF	447	171.962	8	4.45492
U00096.3|b0962|AAC74048.1|CDS|helD	2055	1594.68	91	5.46452
U00096.3|b0963|AAC74049.2|CDS|mgsA	459	176.875	66	35.7323
U00096.3|b0964|AAC74050.1|CDS|yccT	663	278.602	5	1.71858
U00096.3|b0965|AAC74051.2|CDS|yccU	414	158.906	0	0
U00096.3|b0966|AAC74052.2|CDS|hspQ	318	123.801	0	0
U00096.3|b0967|AAC74053.2|CDS|rlmI	1191	730.678	43	5.63541
U00096.3|b0968|AAC74054.1|CDS|yccX	279	110.269	0	0
U00096.3|b0969|AAC74055.2|CDS|tusE	330	128.019	0	0
U00096.3|b0970|AAC74056.1|CDS|yccA	660	276.811	298	103.09
U00096.3|b0972|AAC74057.1|CDS|hyaA	1119	658.678	0	0
U00096.3|b0973|AAC74058.1|CDS|hyaB	1794	1333.68	11	0.789814
U00096.3|b0974|AAC74059.1|CDS|hyaC	708	306.649	3	0.936834
U00096.3|b0975|AAC74060.1|CDS|hyaD	588	236.682	2	0.809186
U00096.3|b0976|AAC74061.1|CDS|hyaE	399	153.17	0	0
U00096.3|b0977|AAC74062.1|CDS|hyaF	858	416.206	5	1.15039
U00096.3|b0978|AAC74063.1|CDS|cbdA	1545	1084.68	9	0.794557
U00096.3|b0979|AAC74064.1|CDS|cbdB	1137	676.678	9	1.27363
U00096.3|b4592|ABP93439.1|CDS|cbdX	93	42.7977	0	0
U00096.3|b0980|AAC74065.1|CDS|appA	1299	838.678	15	1.71269
U00096.3|b0981|AAC74066.1|CDS|etk	2181	1720.68	103	5.73219
U00096.3|b0982|AAC74067.2|CDS|etp	447	171.962	0	0
U00096.3|b0983|AAC74068.1|CDS|gfcE	1140	679.678	9	1.26801
U00096.3|b0984|AAC74069.1|CDS|gfcD	2097	1636.68	27	1.57973
U00096.3|b0985|AAC74070.1|CDS|gfcC	747	332.777	5	1.4388
U00096.3|b0986|AAC74071.1|CDS|gfcB	645	268.003	15	5.35963
U00096.3|b0987|AAC74072.2|CDS|gfcA	306	119.613	0	0
U00096.3|b4516|ABD18646.1|CDS|insA	276	109.235	0	0
U00096.3|b0988|AAC74073.1|CDS|insB1	504	196.19	0	0
U00096.3|b0989|AAC74074.1|CDS|cspH	213	87.4706	0	0
U00096.3|b0990|AAC74075.1|CDS|cspG	213	87.4706	0	0
U00096.3|b0991|AAC74076.1|CDS|ymcE	231	93.7255	0	0
U00096.3|b4517|ABD18647.1|CDS|gnsA	174	73.6565	0	0
U00096.3|b0992|AAC74077.1|CDS|yccM	1074	613.678	18	2.80876
U00096.3|b0993|AAC74078.2|CDS|torS	2745	2284.68	20	0.838278
U00096.3|b0994|AAC74079.1|CDS|torT	1029	568.678	0	0
U00096.3|b0995|AAC74080.1|CDS|torR	693	297.051	9	2.90131
U00096.3|b0996|AAC74081.1|CDS|torC	1173	712.678	18	2.41859
U00096.3|b0997|AAC74082.1|CDS|torA	2547	2086.68	17	0.780148
U00096.3|b0998|AAC74083.1|CDS|torD	600	243.001	3	1.18222
U00096.3|b0999|AAC74084.1|CDS|cbpM	306	119.613	0	0
U00096.3|b1000|AAC74085.1|CDS|cbpA	921	468.98	35	7.14655
U00096.3|b1001|AAC74086.1|CDS|yccE	1257	796.678	21	2.52418
U00096.3|b1002|AAC74087.1|CDS|agp	1242	781.678	137	16.7832
U00096.3|b1003|AAC74088.1|CDS|yccJ	228	92.6866	0	0
U00096.3|b1004|AAC74089.1|CDS|wrbA	597	241.408	43	17.0569
U00096.3|b4518|AAC74090.2|CDS|ymdF	174	73.6565	0	0
U00096.3|b1006|AAC74091.2|CDS|rutG	1329	868.678	7	0.771654
U00096.3|b1007|AAC74092.2|CDS|rutF	495	192.207	0	0
U00096.3|b1008|AAC74093.1|CDS|rutE	591	238.248	0	0
U00096.3|b1009|AAC74094.1|CDS|rutD	801	371.733	0	0
U00096.3|b1010|AAC74095.1|CDS|rutC	387	148.66	0	0
U00096.3|b1011|AAC74096.2|CDS|rutB	693	297.051	0	0
U00096.3|b1012|AAC74097.1|CDS|rutA	1149	688.678	1	0.139049
U00096.3|b1013|AAC74098.1|CDS|rutR	639	264.547	40	14.4791
U00096.3|b1014|AAC74099.1|CDS|putA	3963	3502.68	193	5.27643
U00096.3|b1015|AAC74100.1|CDS|putP	1509	1048.68	140	12.7841
U00096.3|b4490|NA|CDS|efeU	830	393.946	48	11.6678
U00096.3|b1018|AAC74103.1|CDS|efeO	1128	667.678	270	38.724
U00096.3|b1019|AAC74104.1|CDS|efeB	1272	811.678	87	10.2641
U00096.3|b1020|AAC74105.1|CDS|phoH	1065	604.678	67	10.6105
U00096.3|b1021|AAC74106.1|CDS|pgaD	414	158.906	0	0
U00096.3|b1022|AAC74107.1|CDS|pgaC	1326	865.678	51	5.64153
U00096.3|b1023|AAC74108.1|CDS|pgaB	2019	1558.68	56	3.44045
U00096.3|b1024|AAC74109.1|CDS|pgaA	2424	1963.68	71	3.46235
U00096.3|b1025|AAC74110.1|CDS|ycdT	1359	898.678	49	5.22126
U00096.3|b1026|AAC74111.1|CDS|insF1	867	423.525	0	0
U00096.3|b1027|AAC74112.2|CDS|insE1	300	117.528	0	0
U00096.3|b1028|NA|CDS|ymdE	342	132.274	0	0
U00096.3|b1029|AAC74114.1|CDS|ycdU	987	527.689	19	3.44793
U00096.3|b1033|AAC74117.2|CDS|ghrA	939	484.677	66	13.0399
U00096.3|b1034|AAC74118.1|CDS|ycdX	738	326.597	109	31.9593
U00096.3|b1035|AAC74119.1|CDS|ycdY	555	220.02	67	29.1605
U00096.3|b1036|AAC74120.2|CDS|ycdZ	492	190.893	15	7.5246
U00096.3|b1037|AAC74121.1|CDS|csgG	834	397.078	10	2.41161
U00096.3|b1038|AAC74122.1|CDS|csgF	417	160.068	0	0
U00096.3|b1039|AAC74123.1|CDS|csgE	390	149.781	0	0
U00096.3|b1040|AAC74124.1|CDS|csgD	651	271.497	10	3.5271
U00096.3|b1041|AAC74125.1|CDS|csgB	456	175.638	1	0.545211
U00096.3|b1042|AAC74126.1|CDS|csgA	456	175.638	2	1.09042
U00096.3|b1043|AAC74127.1|CDS|csgC	333	129.079	0	0
U00096.3|b1044|AAC74128.1|CDS|ymdA	312	121.703	0	0
U00096.3|b1045|AAC74129.1|CDS|ymdB	534	209.939	3	1.3684
U00096.3|b1046|AAC74130.2|CDS|clsC	1422	961.678	29	2.8877
U00096.3|b1047|AAC74131.1|CDS|opgC	1158	697.678	116	15.9216
U00096.3|b1048|AAC74132.1|CDS|opgG	1536	1075.68	266	23.6801
U00096.3|b1049|AAC74133.1|CDS|opgH	2544	2083.68	202	9.28334
U00096.3|b1050|AAC74134.1|CDS|yceK	228	92.6866	0	0
U00096.3|b1051|AAC74135.2|CDS|msyB	375	144.214	0	0
U00096.3|b1053|AAC74137.1|CDS|mdtG	1227	766.678	15	1.87353
U00096.3|b1054|AAC74138.1|CDS|lpxL	921	468.98	31	6.3298
U00096.3|b1055|AAC74139.1|CDS|yceA	1053	592.678	448	72.384
U00096.3|b1056|AAC74140.1|CDS|yceI	576	230.504	64	26.588
U00096.3|b1057|AAC74141.1|CDS|yceJ	567	225.96	6	2.54274
U00096.3|b1058|AAC74142.1|CDS|yceO	141	61.5273	0	0
U00096.3|b1059|AAC74143.1|CDS|solA	1119	658.678	144	20.935
U00096.3|b1060|AAC74144.1|CDS|bssS	255	102.005	0	0
U00096.3|b1061|AAC74145.1|CDS|dinI	246	98.9054	0	0
U00096.3|b1062|AAC74146.1|CDS|pyrC	1047	586.678	70	11.4257
U00096.3|b1063|AAC74147.1|CDS|yceB	561	222.974	65	27.9153
U00096.3|b1064|AAC74148.1|CDS|grxB	648	269.745	212	75.2602
U00096.3|b1065|AAC74149.2|CDS|mdtH	1209	748.678	6	0.767431
U00096.3|b1066|AAC74150.1|CDS|rimJ	585	235.124	67	27.2873
U00096.3|b1067|AAC74151.1|CDS|yceH	648	269.745	46	16.33
U00096.3|b1068|AAC74152.1|CDS|yceM	924	471.579	39	7.91943
U00096.3|b1069|AAC74153.1|CDS|murJ	1536	1075.68	48	4.27309
U00096.3|b1070|AAC74154.1|CDS|flgN	417	160.068	1	0.598246
U00096.3|b1071|AAC74155.1|CDS|flgM	294	115.449	0	0
U00096.3|b1072|AAC74156.1|CDS|flgA	660	276.811	81	28.0211
U00096.3|b1073|AAC74157.1|CDS|flgB	417	160.068	1	0.598246
U00096.3|b1074|AAC74158.1|CDS|flgC	405	155.451	0	0
U00096.3|b1075|AAC74159.1|CDS|flgD	696	298.951	55	17.6176
U00096.3|b1076|AAC74160.1|CDS|flgE	1209	748.678	110	14.0696
U00096.3|b1077|AAC74161.1|CDS|flgF	756	339.048	14	3.95413
U00096.3|b1078|AAC74162.1|CDS|flgG	783	358.395	28	7.48135
U00096.3|b1079|AAC74163.1|CDS|flgH	699	300.86	12	3.81944
U00096.3|b1080|AAC74164.1|CDS|flgI	1098	637.678	35	5.25593
U00096.3|b1081|AAC74165.1|CDS|flgJ	942	487.317	23	4.51959
U00096.3|b1082|AAC74166.1|CDS|flgK	1644	1183.68	117	9.46533
U00096.3|b1083|AAC74167.1|CDS|flgL	954	497.946	112	21.5387
U00096.3|b1084|AAC74168.1|CDS|rne	3186	2725.68	496	17.4257
U00096.3|b1085|AAC74169.2|CDS|yceQ	321	124.852	0	0
U00096.3|b1086|AAC74170.1|CDS|rluC	960	503.299	347	66.0217
U00096.3|b1087|AAC74171.2|CDS|yceF	585	235.124	40	16.2909
U00096.3|b1088|AAC74172.1|CDS|yceD	522	204.35	2322	1088.11
U00096.3|b1089|AAC74173.1|CDS|rpmF	174	73.6565	0	0
U00096.3|b1090|AAC74174.2|CDS|plsX	1071	610.678	295	46.2587
U00096.3|b1091|AAC74175.1|CDS|fabH	954	497.946	228	43.8466
U00096.3|b1092|AAC74176.1|CDS|fabD	930	476.797	322	64.6704
U00096.3|b1093|AAC74177.1|CDS|fabG	735	324.557	1624	479.157
U00096.3|b1094|AAC74178.1|CDS|acpP	237	95.8001	0	0
U00096.3|b1095|AAC74179.1|CDS|fabF	1242	781.678	3275	401.205
U00096.3|b1096|AAC74180.1|CDS|pabC	810	378.533	33	8.34822
U00096.3|b1097|AAC74181.1|CDS|yceG	1023	562.678	42	7.1478
U00096.3|b1098|AAC74182.1|CDS|tmk	642	266.27	10	3.59634
U00096.3|b1099|AAC74183.1|CDS|holB	1005	544.678	22	3.86782
U00096.3|b1100|AAC74184.1|CDS|ycfH	798	369.486	112	29.0271
U00096.3|b1101|AAC74185.1|CDS|ptsG	1434	973.678	924	90.8741
U00096.3|b1102|AAC74186.1|CDS|fhuE	2190	1729.68	155	8.58123
U00096.3|b1103|AAC74187.1|CDS|hinT	360	138.739	0	0
U00096.3|b1104|AAC74188.1|CDS|ycfL	378	145.32	0	0
U00096.3|b1105|AAC74189.1|CDS|lpoB	642	266.27	57	20.4991
U00096.3|b1106|AAC74190.1|CDS|thiK	825	390.054	21	5.15559
U00096.3|b1107|AAC74191.1|CDS|nagZ	1026	565.678	96	16.2512
U00096.3|b1108|AAC74192.2|CDS|ycfP	543	214.212	167	74.6546
U00096.3|b1109|AAC74193.1|CDS|ndh	1305	844.678	169	19.1593
U00096.3|b1110|AAC74194.1|CDS|ycfJ	540	212.779	22	9.90094
U00096.3|b1111|AAC74195.2|CDS|ycfQ	633	261.13	28	10.268
U00096.3|b1112|AAC74196.1|CDS|bhsA	258	103.038	0	0
U00096.3|b1113|AAC74197.1|CDS|ldtC	963	505.985	33	6.24539
U00096.3|b1114|AAC74198.1|CDS|mfd	3447	2986.68	212	6.79721
U00096.3|b1115|AAC74199.1|CDS|ycfT	1074	613.678	14	2.18459
U00096.3|b1116|AAC74200.1|CDS|lolC	1200	739.678	111	14.3702
U00096.3|b1117|AAC74201.2|CDS|lolD	702	302.78	18	5.69284
U00096.3|b1118|AAC74202.1|CDS|lolE	1245	784.678	151	18.4276
U00096.3|b1119|AAC74203.1|CDS|nagK	912	461.229	33	6.85141
U00096.3|b1120|AAC74204.2|CDS|cobB	729	320.507	41	12.2498
U00096.3|b1121|AAC74205.1|CDS|ycfZ	789	362.802	3	0.791835
U00096.3|b1122|AAC74206.2|CDS|ymfA	462	178.118	1	0.53762
U00096.3|b1123|AAC74207.1|CDS|potD	1047	586.678	623	101.688
U00096.3|b1124|AAC74208.1|CDS|potC	795	367.248	56	14.602
U00096.3|b1125|AAC74209.1|CDS|potB	828	392.386	92	22.4521
U00096.3|b1126|AAC74210.1|CDS|potA	1137	676.678	359	50.8037
U00096.3|b1127|AAC74211.1|CDS|pepT	1227	766.678	68	8.49335
U00096.3|b1128|AAC74212.2|CDS|roxA	1122	661.678	147	21.2742
U00096.3|b1129|AAC74213.1|CDS|phoQ	1461	1000.68	195	18.6605
U00096.3|b1130|AAC74214.1|CDS|phoP	672	284.033	228	76.8687
U00096.3|b1131|AAC74215.1|CDS|purB	1371	910.678	611	64.248
U00096.3|b1132|AAC74216.1|CDS|hflD	642	266.27	34	12.2275
U00096.3|b1133|AAC74217.2|CDS|mnmA	1107	646.678	124	18.3619
U00096.3|b1134|AAC74218.1|CDS|nudJ	462	178.118	2	1.07524
U00096.3|b1135|AAC74219.2|CDS|rluE	654	273.259	26	9.11134
U00096.3|b1136|AAC74220.1|CDS|icd	1251	790.678	3265	395.427
U00096.3|b1137|AAC74221.1|CDS|ymfD	666	280.402	0	0
U00096.3|b1138|AAC74222.1|CDS|ymfE	705	304.71	0	0
U00096.3|b1139|AAC74223.1|CDS|lit	894	445.932	0	0
U00096.3|b1140|AAC74224.1|CDS|intE	1128	667.678	0	0
U00096.3|b1141|AAC74225.1|CDS|xisE	246	98.9054	0	0
U00096.3|b1143|AAC74227.2|CDS|ymfI	342	132.274	0	0
U00096.3|b1144|AAC74228.2|CDS|ymfJ	309	120.657	0	0
U00096.3|b1145|AAC74229.1|CDS|cohE	675	285.863	0	0
U00096.3|b1146|AAC74230.2|CDS|croE	201	83.2653	0	0
U00096.3|b1147|AAC74231.2|CDS|ymfL	558	221.493	0	0
U00096.3|b1148|AAC74232.1|CDS|ymfM	339	131.207	0	0
U00096.3|b4692|NA|CDS|oweE	234	94.7633	0	0
U00096.3|b4693|NA|CDS|aaaE	1134	673.678	0	0
U00096.3|b1150|AAC74234.1|CDS|ymfR	183	76.8857	0	0
U00096.3|b1151|NA|CDS|beeE	412	158.135	0	0
U00096.3|b1152|NA|CDS|jayE	780	356.205	0	0
U00096.3|b1153|AAC74237.1|CDS|ymfQ	585	235.124	0	0
U00096.3|b1154|AAC74238.1|CDS|stfP	630	259.435	0	0
U00096.3|b1155|AAC74239.1|CDS|tfaP	414	158.906	0	0
U00096.3|b1156|AAC74240.1|CDS|tfaE	603	244.603	3	1.17447
U00096.3|b1157|NA|CDS|stfE	501	194.856	0	0
U00096.3|b1158|AAC74242.1|CDS|pinE	555	220.02	0	0
U00096.3|b1159|AAC74243.1|CDS|mcrA	834	397.078	0	0
U00096.3|b4519|NA|CDS|icdC	165	70.3965	0	0
U00096.3|b1160|AAC74244.1|CDS|iraM	324	125.906	0	0
U00096.3|b1161|AAC74245.1|CDS|ycgX	405	155.451	0	0
U00096.3|b1162|AAC74246.1|CDS|bluR	732	322.527	76	22.5647
U00096.3|b1163|AAC74247.1|CDS|bluF	1212	751.678	47	5.98755
U00096.3|b1164|AAC74248.1|CDS|ycgZ	237	95.8001	0	0
U00096.3|b1165|AAC74249.1|CDS|ymgA	273	108.201	0	0
U00096.3|b1166|AAC74250.1|CDS|ariR	267	106.136	0	0
U00096.3|b1167|AAC74251.1|CDS|ymgC	249	99.9391	0	0
U00096.3|b1168|AAC74252.2|CDS|ycgG	1524	1063.68	24	2.16065
U00096.3|b4520|ABD18651.1|CDS|ymgF	219	89.5617	0	0
U00096.3|b4491|NA|CDS|ycgH	2648	2187.68	88	3.85197
U00096.3|b1171|AAC74255.2|CDS|ymgD	330	128.019	0	0
U00096.3|b1172|AAC74256.5|CDS|ymgG	345	133.345	0	0
U00096.3|b4593|ABP93440.1|CDS|ymgI	174	73.6565	0	0
U00096.3|b4594|ABP93441.1|CDS|ymgJ	186	77.9559	0	0
U00096.3|b4521|NA|CDS|ycgI	344	132.988	0	0
U00096.3|b1174|AAC74258.1|CDS|minE	267	106.136	0	0
U00096.3|b1175|AAC74259.1|CDS|minD	813	380.818	902	226.815
U00096.3|b1176|AAC74260.1|CDS|minC	696	298.951	80	25.6256
U00096.3|b1177|AAC74261.1|CDS|ycgJ	369	142.014	0	0
U00096.3|b1178|AAC74262.1|CDS|pliG	402	154.308	0	0
U00096.3|b1179|AAC74263.2|CDS|ycgL	294	115.449	0	0
U00096.3|b1180|AAC74264.1|CDS|ycgM	660	276.811	59	20.4104
U00096.3|b1181|AAC74265.3|CDS|ycgN	462	178.118	11	5.91382
U00096.3|b1182|AAC74266.2|CDS|hlyE	912	461.229	10	2.07619
U00096.3|b1183|AAC74267.1|CDS|umuD	420	161.234	0	0
U00096.3|b1184|AAC74268.1|CDS|umuC	1269	808.678	8	0.947322
U00096.3|b1185|AAC74269.1|CDS|dsbB	531	208.53	73	33.5226
U00096.3|b1186|AAC74270.1|CDS|nhaB	1542	1081.68	204	18.0599
U00096.3|b1187|AAC74271.1|CDS|fadR	720	314.508	194	59.0682
U00096.3|b1188|AAC74272.1|CDS|ycgB	1533	1072.68	51	4.55286
U00096.3|b1189|AAC74273.1|CDS|dadA	1299	838.678	115	13.1306
U00096.3|b1190|AAC74274.1|CDS|dadX	1071	610.678	33	5.1747
U00096.3|b1191|AAC74275.2|CDS|cvrA	1737	1276.68	38	2.85027
U00096.3|b1192|AAC74276.1|CDS|ldcA	915	463.806	39	8.05215
U00096.3|b1193|AAC74277.2|CDS|emtA	612	249.464	19	7.29338
U00096.3|b1194|AAC74278.1|CDS|ycgR	735	324.557	10	2.95048
U00096.3|b1195|AAC74279.1|CDS|ymgE	255	102.005	0	0
U00096.3|b1196|AAC74280.1|CDS|ycgY	441	169.541	1	0.56482
U00096.3|b1197|AAC74281.1|CDS|treA	1698	1237.68	21	1.62478
U00096.3|b1198|AAC74282.4|CDS|dhaM	1419	958.678	1044	104.282
U00096.3|b1199|AAC74283.1|CDS|dhaL	633	261.13	145	53.1735
U00096.3|b1200|AAC74284.2|CDS|dhaK	1071	610.678	139	21.7965
U00096.3|b1201|AAC74285.2|CDS|dhaR	1920	1459.68	36	2.36172
U00096.3|b1202|AAC74286.1|CDS|ycgV	2868	2407.68	40	1.59091
U00096.3|b1203|AAC74287.1|CDS|ychF	1092	631.678	837	126.886
U00096.3|b1204|AAC74288.1|CDS|pth	585	235.124	95	38.691
U00096.3|b1205|AAC74289.1|CDS|ychH	279	110.269	0	0
U00096.3|b1206|AAC74290.2|CDS|dauA	1680	1219.68	35	2.74793
U00096.3|b1207|AAC74291.1|CDS|prs	948	492.618	902	175.339
U00096.3|b1208|AAC74292.1|CDS|ispE	852	411.371	24	5.58677
U00096.3|b1209|AAC74293.1|CDS|lolB	624	256.074	45	16.8279
U00096.3|b1210|AAC74294.1|CDS|hemA	1257	796.678	111	13.3421
U00096.3|b1211|AAC74295.1|CDS|prfA	1083	622.678	33	5.07497
U00096.3|b1212|AAC74296.1|CDS|prmC	834	397.078	9	2.17045
U00096.3|b1213|AAC74297.1|CDS|ychQ	393	150.906	0	0
U00096.3|b1214|AAC74298.1|CDS|ychA	810	378.533	204	51.6072
U00096.3|b1215|AAC74299.1|CDS|kdsA	855	413.784	391	90.4869
U00096.3|b4419|AAT48126.1|CDS|ldrA	108	48.8154	0	0
U00096.3|b4421|AAT48127.1|CDS|ldrB	108	48.8154	0	0
U00096.3|b4423|AAT48128.1|CDS|ldrC	108	48.8154	0	0
U00096.3|b1216|AAC74300.1|CDS|chaA	1101	640.678	329	49.1744
U00096.3|b1217|AAC74301.1|CDS|chaB	231	93.7255	0	0
U00096.3|b1218|AAC74302.2|CDS|chaC	696	298.951	20	6.40639
U00096.3|b1219|AAC74303.1|CDS|ychN	354	136.572	0	0
U00096.3|b1220|AAC74304.2|CDS|ychO	1395	934.678	27	2.76621
U00096.3|b1221|AAC74305.1|CDS|narL	651	271.497	111	39.1508
U00096.3|b1222|AAC74306.1|CDS|narX	1797	1336.68	98	7.02073
U00096.3|b1223|AAC74307.1|CDS|narK	1392	931.678	11	1.1306
U00096.3|b1224|AAC74308.1|CDS|narG	3744	3283.68	57	1.66225
U00096.3|b1225|AAC74309.1|CDS|narH	1539	1078.68	23	2.04183
U00096.3|b1226|AAC74310.1|CDS|narJ	711	308.599	7	2.17214
U00096.3|b1227|AAC74311.1|CDS|narI	678	287.703	11	3.66127
U00096.3|b1229|AAC74313.2|CDS|tpr	90	41.5739	0	0
U00096.3|b1232|AAC74314.1|CDS|purU	843	404.184	378	89.5562
U00096.3|b1233|AAC74315.1|CDS|ychJ	459	176.875	25	13.535
U00096.3|b1234|AAC74316.2|CDS|rssA	906	456.099	53	11.1276
U00096.3|b1235|AAC74317.1|CDS|rssB	1014	553.678	60	10.3771
U00096.3|b1236|AAC74318.1|CDS|galU	909	458.661	981	204.815
U00096.3|b1237|AAC74319.1|CDS|hns	414	158.906	0	0
U00096.3|b1238|AAC74320.1|CDS|tdk	618	252.75	134	50.7687
U00096.3|b4573|NA|CDS|insZ	897	448.462	12	2.56235
U00096.3|b1241|AAC74323.1|CDS|adhE	2676	2215.68	1572	67.9406
U00096.3|b1242|AAC74324.1|CDS|ychE	648	269.745	19	6.74502
U00096.3|b1243|AAC74325.1|CDS|oppA	1632	1171.68	3021	246.903
U00096.3|b1244|AAC74326.1|CDS|oppB	921	468.98	172	35.1202
U00096.3|b1245|AAC74327.1|CDS|oppC	909	458.661	176	36.7455
U00096.3|b1246|AAT48129.1|CDS|oppD	1014	553.678	259	44.7946
U00096.3|b1247|AAC74329.1|CDS|oppF	1005	544.678	298	52.3914
U00096.3|b1248|AAC74330.2|CDS|yciU	330	128.019	0	0
U00096.3|b1249|AAC74331.1|CDS|clsA	1461	1000.68	98	9.3781
U00096.3|b4595|ABP93442.1|CDS|yciY	174	73.6565	0	0
U00096.3|b1250|AAC74332.1|CDS|kch	1254	793.678	156	18.8219
U00096.3|b1251|AAC74333.2|CDS|yciI	297	116.488	0	0
U00096.3|b1252|AAC74334.1|CDS|tonB	720	314.508	214	65.1577
U00096.3|b1253|AAC74335.1|CDS|yciA	399	153.17	0	0
U00096.3|b1254|AAC74336.1|CDS|yciB	540	212.779	78	35.1033
U00096.3|b1255|AAC74337.1|CDS|yciC	744	330.707	120	34.7473
U00096.3|b1256|AAC74338.1|CDS|ompW	639	264.547	50	18.0988
U00096.3|b1257|AAC74339.1|CDS|yciE	507	197.532	14	6.78693
U00096.3|b1258|AAC74340.1|CDS|yciF	501	194.856	1	0.49144
U00096.3|b1259|AAC74341.2|CDS|yciG	180	75.8125	0	0
U00096.3|b1260|AAC74342.1|CDS|trpA	807	376.257	33	8.39872
U00096.3|b1261|AAC74343.1|CDS|trpB	1194	733.678	11	1.43572
U00096.3|b1262|AAC74344.3|CDS|trpC	1362	901.678	21	2.23024
U00096.3|b1263|AAC74345.1|CDS|trpD	1596	1135.68	6	0.505917
U00096.3|b1264|AAC74346.1|CDS|trpE	1563	1102.68	9	0.781587
U00096.3|b1265|AAC74347.1|CDS|trpL	45	22.2978	0	0
U00096.3|b1266|AAC74348.1|CDS|yciV	882	435.891	56	12.3025
U00096.3|b1267|AAC74349.2|CDS|yciO	621	254.408	81	30.4887
U00096.3|b1268|AAC74350.1|CDS|yciQ	1896	1435.68	40	2.668
U00096.3|b1269|AAC74351.1|CDS|rluB	876	430.919	141	31.3333
U00096.3|b1270|AAC74352.1|CDS|btuR	591	238.248	29	11.6561
U00096.3|b1271|AAC74353.1|CDS|yciK	759	341.158	24	6.73658
U00096.3|b1272|AAC74354.1|CDS|sohB	1050	589.678	242	39.2992
U00096.3|b1273|AAC74355.1|CDS|yciN	252	100.972	0	0
U00096.3|b1274|AAC74356.1|CDS|topA	2598	2137.68	999	44.7514
U00096.3|b1275|AAC74357.1|CDS|cysB	975	516.79	105	19.4562
U00096.3|b4522|ABD18655.2|CDS|ymiA	165	70.3965	0	0
U00096.3|b4523|ABD18656.2|CDS|yciX	168	71.4868	0	0
U00096.3|b1276|AAC74358.1|CDS|acnA	2676	2215.68	104	4.4948
U00096.3|b1277|AAC74359.1|CDS|ribA	591	238.248	141	56.6725
U00096.3|b1278|AAC74360.1|CDS|pgpB	765	345.408	40	11.0895
U00096.3|b1279|AAC74361.1|CDS|yciS	309	120.657	0	0
U00096.3|b1280|AAC74362.1|CDS|yciM	1170	709.678	161	21.7244
